1521,a7,-239,Getting coffee at La Madonna at  103 Little Collins St at  Melbourne VIC 3000
1522,a15,92.5,Depositing Money
1523,a13,415.5,Depositing Money
1524,a7,-154,Getting coffee at 32 Anthony Drive- Lysterfield
1525,a13,313.5,Depositing Money
1526,a15,78,Depositing Money
1527,a2,-75.5,Getting Drinks at Vasco at  421 Cleveland St at  Surry Hills NSW 2010
1528,a4,-310,Buying Food at The Souvlucky Country - Parramatta at  316 Church St at  Parramatta NSW 2150
1529,a20,5,Depositing Money
1530,a10,-132.5,Buying Food at Table 30 at  30 Phillip St at  Parramatta NSW 2150
1531,a6,127.5,Depositing Money
1532,a20,-108.5,Getting Drinks at Flower Drum Restaurant Melbourne at  17 Market Ln at  Melbourne VIC 3000
1533,a1,-170,Getting coffee at 2/21 Stamford Crescent- Rowville
1534,a10,-120,Withdrawing money at 2/4 Sunshine Street- Rowville
1535,a1,-377,Getting coffee at Sekai Japanese Ramen Cuisine at  194/81 Hopkins St at  Footscray VIC 3011
1536,a4,332.5,Depositing Money
1537,a13,-411.5,Buying Food at Werribee Park Mansion at  Gate 2 at  K Rd at  Werribee South VIC 3030
1538,a11,-166,Buying Food at The Shed Cafe & Catering Parramatta at  shop 8/45 Macquarie St at  Parramatta NSW 2150
1539,a16,394,Depositing Money
1540,a13,399.5,Depositing Money
1541,a1,458.5,Depositing Money
1542,a9,265.5,Depositing Money
1543,a4,-478.5,Buying Food at Old Government House at  Cnr Pitt and at  Macquarie St at  Parramatta NSW 2150
1544,a14,190,Depositing Money
1545,a3,134.5,Depositing Money
1546,a10,-345.5,Withdrawing money at BL Burgers at  3/188 Church St at  Parramatta NSW 2150
1547,a7,363.5,Depositing Money
1548,a9,213.5,Depositing Money
1549,a11,-213,Getting coffee at CHU Restaurant at  West HQ at  33 Railway St at  Rooty Hill NSW 2766
1550,a8,-324,Getting Drinks at Co Do at  207 Hampshire Rd at  Sunshine VIC 3020
1551,a10,-435,Buying Food at Juanita's Kitchen at  219 High St at  Preston VIC 3072
1552,a18,-272.5,Getting coffee at Fig and Walnut Cafe at  11 Bellairs Ave at  Seddon VIC 3011
1553,a17,-141,Getting Drinks at Royal Oak Hotel at  404 Church St at  Parramatta NSW 2150
1554,a5,355.5,Depositing Money
1555,a10,86,Depositing Money
1556,a2,-182.5,Getting coffee at 106/18 Myrtle Street- Bayswater
1557,a17,-463,Getting Drinks at 9 Rothan Avenue- Boronia
1558,a10,19,Depositing Money
1559,a15,-319.5,Getting coffee at Wasshoi Sunshine West at  1-9 The Avenue at  Sunshine West VIC 3020
1560,a12,-288,Withdrawing money at Circa Espresso at  21 Wentworth St at  Parramatta NSW 2150
1561,a11,468,Depositing Money
1562,a10,255.5,Depositing Money
1563,a1,-102,Getting Drinks at 32 Anthony Drive- Lysterfield
1564,a7,400.5,Depositing Money
1565,a4,375.5,Depositing Money
1566,a8,273.5,Depositing Money
1567,a19,160,Depositing Money
1568,a11,-130,Getting coffee at Paringa Estate at  44 Paringa Rd at  Red Hill South VIC 3937
1569,a12,-263.5,Buying Food at 2/7 Leo Close- Wantirna South
1570,a4,264.5,Depositing Money
1571,a3,-456,Getting Drinks at Japan's Kitchen at  34 Ballarat St at  Yarraville VIC 3013
1572,a10,69.5,Depositing Money
1573,a5,145,Depositing Money
1574,a15,131.5,Depositing Money
1575,a20,-42.5,Buying Food at 84 Dandelion Drive- Rowville
1576,a3,275.5,Depositing Money
1577,a7,33.5,Depositing Money
1578,a5,235,Depositing Money
1579,a12,335,Depositing Money
1580,a6,380.5,Depositing Money
1581,a1,-254.5,Buying Food at 52 Silverton Drive- Ferntree Gully
1582,a17,-86.5,Buying Food at 6 Armstrong Road- Bayswater
1583,a15,-232,Getting coffee at 5 Hayden Court- Knoxfield
1584,a20,-282.5,Withdrawing money at The Croatian Club - Katarina Zrinksi Restaurant at  72 Whitehall St at  Footscray VIC 3011
1585,a20,-75.5,Buying Food at 24A Forest Road- Ferntree Gully
1586,a6,178.5,Depositing Money
1587,a13,-309,Withdrawing money at 11 topaz Court- Wantirna South
1588,a4,-127,Withdrawing money at Mishra's Kitchen at  18 Wembley Ave at  Yarraville VIC 3013
1589,a8,249,Depositing Money
1590,a11,-185.5,Withdrawing money at 18 Lakeview Avenue- Rowville
1591,a2,-331,Withdrawing money at Fury and Son Brewing Company at  46 Concorde Dr at  Keilor Park VIC 3042
1592,a14,-348.5,Getting coffee at 3/16 Gresford Road- Wantirna
1593,a18,290.5,Depositing Money
1594,a7,-105,Buying Food at Pho Hien Saigon at  3/284 Hampshire Rd at  Sunshine VIC 3020
1595,a5,-4,Getting coffee at The Palms Cairns at  3 Palmerston St at  Aeroglen QLD 4870
1596,a13,17.5,Depositing Money
1597,a17,-69.5,Buying Food at Kanzo Parramatta at  Shop 3/109-113 George St at  Parramatta NSW 2150
1598,a11,-223.5,Buying Food at G01/1 Lynne Ave- Wantirna South
1599,a13,346.5,Depositing Money
1600,a5,180.5,Depositing Money
1601,a8,-212.5,Buying Food at Magandee Thai Restaurant & Cafe at  1A/68 Hopkins St at  Footscray VIC 3011
1602,a20,-107.5,Buying Food at Konjo Ethiopian Restaurant & Craft at  89 Irving St at  Footscray VIC 3011
1603,a19,-62.5,Getting Drinks at 2/124 Renou Road- Wantirna South
1604,a14,-140.5,Buying Food at 13B Coromandel Crescent South- Knoxfield
1605,a17,-482.5,Withdrawing money at The Atrium on 35 at  25 Collins St at  Melbourne VIC 3000
1606,a4,-498,Getting coffee at BlackBear BBQ Blacktown at  11/27 Forge St at  Blacktown NSW 2148
1607,a14,-116,Buying Food at Bicycle Banh Mi at  168 Victoria St at  Seddon VIC 3011
1608,a19,-327.5,Buying Food at 41 Grayson Drive- Scoresby
1609,a4,-497.5,Getting Drinks at Saravanaa Bhavan at  1/99 Phillip St at  Parramatta NSW 2150
1610,a12,19,Depositing Money
1611,a9,227,Depositing Money
1612,a19,200.5,Depositing Money
1613,a19,235.5,Depositing Money
1614,a15,-310,Withdrawing money at Chuffed Barber at  19/21 Wentworth St at  Parramatta NSW 2150
1615,a19,-349,Buying Food at Allumer Coffee & Eatery at  362 Bong Bong St at  Bowral NSW 2576
1616,a20,351,Depositing Money
1617,a18,494.5,Depositing Money
1618,a19,-444,Getting coffee at Main Ridge Dairy PTY Ltd. at  295 Main Creek Rd at  Main Ridge VIC 3928
1619,a10,493.5,Depositing Money
1620,a4,309,Depositing Money
1621,a5,-453.5,Getting Drinks at Table 30 at  30 Phillip St at  Parramatta NSW 2150
1622,a20,26.5,Depositing Money
1623,a11,-274,Getting Drinks at Nick & Nora's Parramatta at  Level 26/45 Macquarie St at  Parramatta NSW 2150
1624,a15,-255.5,Getting coffee at El-Phoenician at  328 Church St at  Parramatta NSW 2150
1625,a10,464,Depositing Money
1626,a14,91,Depositing Money
1627,a3,-341.5,Getting coffee at 16 Allister Cl- Knoxfield
1628,a15,-264.5,Getting coffee at BL Burgers at  3/188 Church St at  Parramatta NSW 2150
1629,a6,230.5,Depositing Money
1630,a9,-91,Getting Drinks at Mile End Bagels at  14 Johnston St at  Fitzroy VIC 3065
1631,a4,257.5,Depositing Money
1632,a20,478,Depositing Money
1633,a8,9,Depositing Money
1634,a18,181.5,Depositing Money
1635,a7,64.5,Depositing Money
1636,a5,-378,Buying Food at Old Government House at  Cnr Pitt and at  Macquarie St at  Parramatta NSW 2150
1637,a15,25.5,Depositing Money
1638,a7,40.5,Depositing Money
1639,a2,-124.5,Getting Drinks at 52 Silverton Drive- Ferntree Gully
1640,a8,-474.5,Getting coffee at 11 Warrawee Road- Wantirna South
1641,a15,-32,Withdrawing money at Bun Cha Co Dao (Vietnamese
1642,a8,64,Depositing Money
1643,a4,420.5,Depositing Money
1644,a3,325,Depositing Money
1645,a18,240.5,Depositing Money
1646,a2,-50.5,Withdrawing money at Mile End Bagels at  14 Johnston St at  Fitzroy VIC 3065
1647,a2,-497.5,Getting Drinks at Bare Witness at  30A Shoreline Dr at  Rhodes NSW 2138
1648,a4,168,Depositing Money
1649,a8,-14,Buying Food at 1/476 Dorset Road- Boronia
1650,a6,-95,Withdrawing money at 2/10 Harwell Road- Ferntree Gully
1651,a14,275.5,Depositing Money
1652,a5,360,Depositing Money
1653,a12,23.5,Depositing Money
1654,a14,276,Depositing Money
1655,a1,-381.5,Getting coffee at Itihaas at  325 Church St at  Parramatta NSW 2150
1656,a12,-78,Getting coffee at 2/183 Stud Road- Wantirna South
1657,a4,354.5,Depositing Money
1658,a11,213,Depositing Money
1659,a10,-447.5,Getting Drinks at Bánh Xèo Tay Do Vietnamese Restaurant at  4/62 Nicholson St at  Footscray VIC 3011
1660,a12,-12,Getting coffee at Vasco at  421 Cleveland St at  Surry Hills NSW 2010
1661,a11,34.5,Depositing Money
1662,a4,27,Depositing Money
1663,a8,-379.5,Getting Drinks at 4/11 The Haven- Bayswater
1664,a19,480.5,Depositing Money
1665,a10,154,Depositing Money
1666,a11,-365,Getting coffee at Magandee Thai Restaurant & Cafe at  1A/68 Hopkins St at  Footscray VIC 3011
1667,a18,-6.5,Buying Food at 4 Belindavale Drive- Knoxfield
1668,a18,195,Depositing Money
1669,a3,-192,Getting Drinks at 5 Hayden Court- Knoxfield
1670,a9,-155,Buying Food at ALEX&Co. Parramatta at  Shop 2-4/330 Church St at  Parramatta NSW 2150
1671,a20,-372.5,Buying Food at Wasshoi Sunshine West at  1-9 The Avenue at  Sunshine West VIC 3020
1672,a12,-424,Withdrawing money at 1/18 Cornhill Street- Ferntree Gully
1673,a20,72.5,Depositing Money
1674,a2,-263,Buying Food at ALEX&Co. Parramatta at  Shop 2-4/330 Church St at  Parramatta NSW 2150
1675,a3,-444.5,Withdrawing money at 11 topaz Court- Wantirna South
1676,a9,85,Depositing Money
1677,a7,300.5,Depositing Money
1678,a17,30.5,Depositing Money
1679,a18,-457,Withdrawing money at 2/3-5 Milton Street- Ferntree Gully
1680,a1,-354.5,Buying Food at G01/1 Lynne Ave- Wantirna South
1681,a10,170.5,Depositing Money
1682,a13,453.5,Depositing Money
1683,a18,-494.5,Getting coffee at The Chamber Room Espresso & Brew Bar at  20 Lake St at  Cairns City QLD 4870
1684,a1,-488,Getting Drinks at 3/151 Stud Road- Wantirna South
1685,a6,-365,Getting Drinks at Blackbird Laneway at  Oceana Walk Arcade at  13/62 Grafton St at  Cairns City QLD 4870
1686,a12,214.5,Depositing Money
1687,a14,-134,Withdrawing money at Mikazuki Parramatta at  Shop5/169 Macquarie St at  Parramatta NSW 2150
1688,a8,-189.5,Getting Drinks at Pizza d'Asporto at  2-6 Ballarat St at  Yarraville VIC 3013
1689,a10,377,Depositing Money
1690,a14,-406.5,Getting coffee at 6 Armstrong Road- Bayswater
1691,a19,61.5,Depositing Money
1692,a17,183.5,Depositing Money
1693,a12,297,Depositing Money
1694,a19,397.5,Depositing Money
1695,a17,409,Depositing Money
1696,a15,-28,Buying Food at Pinoy Diner at  5/49 Synnot St at  Werribee VIC 3030
1697,a19,99,Depositing Money
1698,a16,384.5,Depositing Money
1699,a12,-424,Withdrawing money at Blackbird Laneway at  Oceana Walk Arcade at  13/62 Grafton St at  Cairns City QLD 4870
1700,a14,377.5,Depositing Money
1701,a14,98,Depositing Money
1702,a8,-205.5,Withdrawing money at 8 Coolibah Crescent- Bayswater
1703,a2,309,Depositing Money
1704,a16,38,Depositing Money
1705,a6,-109.5,Buying Food at 115/436 Stud Road- Wantirna South
1706,a12,-459,Getting Drinks at Queen of Sheba Ethiopian Restaurant at  224 Nicholson St at  Footscray VIC 3011
1707,a14,129,Depositing Money
1708,a5,283,Depositing Money
1709,a11,93.5,Depositing Money
1710,a16,472,Depositing Money
1711,a10,-20,Getting Drinks at 5 Hayden Court- Knoxfield
1712,a12,-151.5,Getting coffee at 4 Putney Close- Wantirna
1713,a13,-468.5,Buying Food at 23 Grove Way- Wantirna South
1714,a17,-267.5,Getting coffee at Wasshoi Sunshine West at  1-9 The Avenue at  Sunshine West VIC 3020
1715,a18,-71,Withdrawing money at Blackbird Laneway at  Oceana Walk Arcade at  13/62 Grafton St at  Cairns City QLD 4870
1716,a8,330,Depositing Money
1717,a5,81,Depositing Money
1718,a16,488.5,Depositing Money
1719,a3,-178,Buying Food at Werribee Park Mansion at  Gate 2 at  K Rd at  Werribee South VIC 3030
1720,a18,396,Depositing Money
1721,a18,419,Depositing Money
1722,a7,181.5,Depositing Money
1723,a4,430.5,Depositing Money
1724,a3,351.5,Depositing Money
1725,a5,283,Depositing Money
1726,a5,-422.5,Getting Drinks at Café Sunshine & Salamatea ???? ?????? at  21 Dickson St at  Sunshine VIC 3020
1727,a10,10.5,Depositing Money
1728,a6,-296,Withdrawing money at 1/28 Burchall Crescent- Rowville
1729,a13,-21.5,Withdrawing money at CHI BAO at  46 Anderson St at  Yarraville VIC 3013
1730,a20,426,Depositing Money
1731,a14,339,Depositing Money
1732,a20,-274,Getting Drinks at Sourdough Kitchen at  172 Victoria St at  Seddon VIC 3011
1733,a5,416,Depositing Money
1734,a11,-49.5,Getting coffee at Pho Hung Vuong Saigon Restaurant at  128 Hopkins St at  Footscray VIC 3011
1735,a3,307,Depositing Money
1736,a3,286.5,Depositing Money
1737,a10,-353,Getting Drinks at 32 Anthony Drive- Lysterfield
1738,a16,303.5,Depositing Money
1739,a9,373.5,Depositing Money
1740,a12,22,Depositing Money
1741,a14,21,Depositing Money
1742,a16,-203,Getting coffee at The Vanguard at  42 King St at  Newtown NSW 2042
1743,a19,302.5,Depositing Money
1744,a18,409.5,Depositing Money
1745,a8,325.5,Depositing Money
1746,a11,26,Depositing Money
1747,a20,-191,Getting Drinks at Café Sunshine & Salamatea ???? ?????? at  21 Dickson St at  Sunshine VIC 3020
1748,a11,-281.5,Buying Food at Jimmys Burger & Co at  66 Shields St at  Cairns City QLD 4870
1749,a16,344.5,Depositing Money
1750,a12,-326.5,Getting coffee at CHU Restaurant at  West HQ at  33 Railway St at  Rooty Hill NSW 2766
1751,a10,-446.5,Getting coffee at 2/21 Stamford Crescent- Rowville
1752,a5,32.5,Depositing Money
1753,a11,418.5,Depositing Money
1754,a13,-159.5,Buying Food at 2/10 Harwell Road- Ferntree Gully
1755,a18,304,Depositing Money
1756,a6,-173,Buying Food at Boutique Cake Art at  23/46 Graingers Rd at  West Footscray VIC 3012
1757,a1,-145,Withdrawing money at Werribee Park Mansion at  Gate 2 at  K Rd at  Werribee South VIC 3030
1758,a12,-58,Getting Drinks at 1/34 Stokes Road- Wantirna
1759,a5,-428,Getting coffee at Dong Ba at  133 Hopkins St at  Footscray VIC 3011
1760,a20,-53.5,Withdrawing money at Lachlan's Old Government House at  Old Government House Parramatta Park Cnr Pitt St & at  Macquarie St at  Parramatta NSW 2150
1761,a16,161,Depositing Money
1762,a7,372,Depositing Money
1763,a8,335.5,Depositing Money
1764,a6,-498.5,Withdrawing money at 41 Grayson Drive- Scoresby
1765,a3,54,Depositing Money
1766,a16,-65.5,Getting coffee at Blue Dog Posters and Prints Shop at  311 King St at  Newtown NSW 2042
1767,a19,177,Depositing Money
1768,a11,144.5,Depositing Money
1769,a13,466,Depositing Money
1770,a20,-54,Getting Drinks at John Belvedere at  318 Church St at  Parramatta NSW 2150
1771,a17,226.5,Depositing Money
1772,a16,222,Depositing Money
1773,a9,481,Depositing Money
1774,a2,128,Depositing Money
1775,a10,132,Depositing Money
1776,a10,268,Depositing Money
1777,a10,-163,Withdrawing money at 5/1 Tulip Cres- Boronia
1778,a8,295,Depositing Money
1779,a5,-134,Buying Food at Thuan An Restaurant at  253 Hampshire Rd at  Sunshine VIC 3020
1780,a12,89,Depositing Money
1781,a6,279.5,Depositing Money
1782,a2,297,Depositing Money
1783,a5,-442,Withdrawing money at Queenscliff Brewhouse at  2 Gellibrand St at  Queenscliff VIC 3225
1784,a18,65.5,Depositing Money
1785,a4,399.5,Depositing Money
1786,a12,-199.5,Withdrawing money at Lee Chef Restaurant at  1/140 Church St at  Parramatta NSW 2150
1787,a20,279,Depositing Money
1788,a20,157.5,Depositing Money
1789,a13,-338.5,Withdrawing money at Seddon Wine Store at  2/101 Victoria St at  Seddon VIC 3011
1790,a3,-117,Withdrawing money at Nabo at  2a Williamstown Rd at  Kingsville VIC 3012
1791,a7,476.5,Depositing Money
1792,a2,340,Depositing Money
1793,a7,-12,Buying Food at 18 Lakeview Avenue- Rowville
1794,a19,-367.5,Getting Drinks at Flower Drum Restaurant Melbourne at  17 Market Ln at  Melbourne VIC 3000
1795,a11,-343.5,Getting Drinks at 2/53 Forest Road- Ferntree Gully
1796,a20,-435,Getting coffee at Particle Cafe at  47 Military Rd at  Avondale Heights VIC 3034
1797,a19,-153.5,Withdrawing money at Dairy Bell Sunshine at  T45/328 Hampshire Rd at  Sunshine VIC 3020
1798,a7,194.5,Depositing Money
1799,a9,-176,Getting coffee at Pho Tam Restaurant at  Shop1 at  7/9 Leeds St at  Footscray VIC 3011
1800,a8,-178.5,Withdrawing money at Allumer Coffee & Eatery at  362 Bong Bong St at  Bowral NSW 2576
1801,a13,-51,Getting coffee at Little Rock Cafe at  375-383 Windsor Rd at  Baulkham Hills NSW 2153
1802,a19,-418,Withdrawing money at Twenty One Fifty at  18-40 Anderson St at  Parramatta NSW 2150
1803,a18,278,Depositing Money
1804,a10,-415,Getting Drinks at 1 Naomi Court- Bayswater
1805,a9,-181,Getting coffee at Cafe Fiore and Gelateria at  86 Hampshire Rd at  Sunshine VIC 3020
1806,a18,22.5,Depositing Money
1807,a14,-152,Withdrawing money at 113/1 Lynne Avenue- Wantirna South
1808,a18,-125,Buying Food at Zeko Mediterranean Cuisine at  Best Rd & at  MacKenzie Blvd at  Seven Hills NSW 2147
1809,a18,7.5,Depositing Money
1810,a8,119.5,Depositing Money
1811,a7,-58,Buying Food at 1/34 Stokes Road- Wantirna
1812,a14,330,Depositing Money
1813,a6,93,Depositing Money
1814,a10,132,Depositing Money
1815,a16,217.5,Depositing Money
1816,a4,-337.5,Buying Food at 16 Northam Road- Wantirna
1817,a17,-137.5,Withdrawing money at Japan's Kitchen at  34 Ballarat St at  Yarraville VIC 3013
1818,a9,363.5,Depositing Money
1819,a18,-250,Getting Drinks at 123 Harley Street North- Knoxfield
1820,a4,-126,Getting Drinks at Particle Cafe at  47 Military Rd at  Avondale Heights VIC 3034
1821,a14,-392,Withdrawing money at Mikazuki Parramatta at  Shop5/169 Macquarie St at  Parramatta NSW 2150
1822,a19,425,Depositing Money
1823,a7,-342,Withdrawing money at Kanzo Parramatta at  Shop 3/109-113 George St at  Parramatta NSW 2150
1824,a14,-350.5,Withdrawing money at 9 Rothan Avenue- Boronia
1825,a1,-117.5,Getting Drinks at 23 Lambourne Avenue- Rowville
1826,a11,301,Depositing Money
1827,a19,-62,Getting coffee at Afghan Shaheen Restaurant at  231 Hampshire Rd at  Sunshine VIC 3020
1828,a6,355,Depositing Money
1829,a7,305.5,Depositing Money
1830,a11,-210,Getting Drinks at Three Wolves at  32 Abbott St at  Cairns City QLD 4870
1831,a13,268,Depositing Money
1832,a7,113,Depositing Money
1833,a20,-21.5,Buying Food at Cafe Mambo at  8/80 Harvester Rd at  Sunshine VIC 3020
1834,a19,309.5,Depositing Money
1835,a17,298.5,Depositing Money
1836,a6,273,Depositing Money
1837,a11,-431,Buying Food at 5 Hayden Court- Knoxfield
1838,a12,-465.5,Buying Food at Gatehouse Tea Rooms at  Corner of Pitt Street & at  Macquarie St at  Parramatta NSW 2150
1839,a17,219.5,Depositing Money
1840,a18,-316,Getting Drinks at Mejico at  1 Pink Alley at  Melbourne VIC 3000
1841,a16,497,Depositing Money
1842,a19,-169,Withdrawing money at Fig and Walnut Cafe at  11 Bellairs Ave at  Seddon VIC 3011
1843,a4,-113.5,Buying Food at 1/15 Sydney Road- Bayswater
1844,a15,486,Depositing Money
1845,a2,338.5,Depositing Money
1846,a14,251,Depositing Money
1847,a18,-441.5,Withdrawing money at 5/208 Bayswater Road- Bayswater
1848,a10,487.5,Depositing Money
1849,a18,318,Depositing Money
1850,a10,-75.5,Withdrawing money at 123 Harley Street North- Knoxfield
1851,a5,412,Depositing Money
1852,a6,-269.5,Getting Drinks at Proud Mary at  172 Oxford St at  Collingwood VIC 3066
1853,a13,-223,Withdrawing money at CHU Restaurant at  West HQ at  33 Railway St at  Rooty Hill NSW 2766
1854,a16,401,Depositing Money
1855,a8,226.5,Depositing Money
1856,a16,-157,Getting coffee at 3 Warrien Court- Bayswater
1857,a3,146.5,Depositing Money
1858,a18,-154.5,Withdrawing money at ‘I Have A Dream’ Mural at  Newtown NSW 2042
1859,a8,-153,Withdrawing money at 123 Harley Street North- Knoxfield
1860,a4,208,Depositing Money
1861,a16,-337.5,Buying Food at Kouzina Greco Parramatta at  16 Phillip St at  Parramatta NSW 2150
1862,a10,-33,Buying Food at Oakridge Wines at  864 Maroondah Hwy at  Coldstream VIC 3770
1863,a12,-9.5,Getting coffee at Kippers Seafood at  169A Watton St at  Werribee VIC 3030
1864,a19,-237.5,Getting Drinks at Konjo Ethiopian Restaurant & Craft at  89 Irving St at  Footscray VIC 3011
1865,a9,116.5,Depositing Money
1866,a20,-42.5,Withdrawing money at Vasco at  421 Cleveland St at  Surry Hills NSW 2010
1867,a3,-473,Getting Drinks at 13 Beachwood Dr- Wantirna South
1868,a5,-376.5,Getting coffee at The Souvlucky Country - Parramatta at  316 Church St at  Parramatta NSW 2150
1869,a4,-96,Buying Food at 1/476 Dorset Road- Boronia
1870,a18,-458.5,Getting Drinks at The Whitehall Cafe at  30 Whitehall St at  Footscray VIC 3011
1871,a20,423.5,Depositing Money
1872,a2,199.5,Depositing Money
1873,a12,101.5,Depositing Money
1874,a16,285,Depositing Money
1875,a2,176,Depositing Money
1876,a11,482.5,Depositing Money
1877,a19,292.5,Depositing Money
1878,a6,-474.5,Buying Food at Dairy Bell Sunshine at  T45/328 Hampshire Rd at  Sunshine VIC 3020
1879,a10,408,Depositing Money
1880,a5,-434,Getting Drinks at 434 Scoresby Rd- Ferntree Gully
1881,a17,-126.5,Buying Food at Wyndham Cache Cafe & Gourmet Deli at  243 K Rd at  Werribee South VIC 3030
1882,a20,-98,Buying Food at Hemingway's Brewery Cairns Wharf at  Wharf St at  Cairns City QLD 4870
1883,a14,133,Depositing Money
1884,a7,313,Depositing Money
1885,a7,75.5,Depositing Money
1886,a13,-458.5,Getting coffee at Saravanaa Bhavan at  1/99 Phillip St at  Parramatta NSW 2150
1887,a11,499.5,Depositing Money
1888,a14,-245.5,Withdrawing money at CHI BAO at  46 Anderson St at  Yarraville VIC 3013
1889,a5,-54.5,Buying Food at Pho Hien Saigon at  3/284 Hampshire Rd at  Sunshine VIC 3020
1890,a3,375,Depositing Money
1891,a3,-327.5,Getting coffee at CHU Restaurant at  West HQ at  33 Railway St at  Rooty Hill NSW 2766
1892,a19,309.5,Depositing Money
1893,a14,-368,Buying Food at 41 Grayson Drive- Scoresby
1894,a13,472.5,Depositing Money
1895,a15,-278,Withdrawing money at 2/10 Harwell Road- Ferntree Gully
1896,a15,159.5,Depositing Money
1897,a9,21.5,Depositing Money
1898,a4,-168,Getting coffee at Lee Chef Restaurant at  1/140 Church St at  Parramatta NSW 2150
1899,a13,-474.5,Buying Food at 32 Anthony Drive- Lysterfield
1900,a20,-257.5,Withdrawing money at Bicycle Banh Mi at  168 Victoria St at  Seddon VIC 3011
1901,a11,178,Depositing Money
1902,a16,-385,Getting coffee at Queenscliff Brewhouse at  2 Gellibrand St at  Queenscliff VIC 3225
1903,a19,-461.5,Withdrawing money at 24A Forest Road- Ferntree Gully
1904,a12,227,Depositing Money
1905,a3,-310.5,Getting coffee at 4 Putney Close- Wantirna
1906,a10,229.5,Depositing Money
1907,a9,155,Depositing Money
1908,a16,55.5,Depositing Money
1909,a11,26.5,Depositing Money
1910,a1,480.5,Depositing Money
1911,a11,-260,Withdrawing money at 8 Coolibah Crescent- Bayswater
1912,a19,394.5,Depositing Money
1913,a10,-224,Withdrawing money at Payne's Orchards at  372 Bacchus Marsh Rd at  Bacchus Marsh VIC 3340
1914,a11,237.5,Depositing Money
1915,a8,265.5,Depositing Money
1916,a4,50,Depositing Money
1917,a20,323,Depositing Money
1918,a20,-441,Getting Drinks at 2/12 Matlock Road- Wantirna South
1919,a18,197,Depositing Money
1920,a3,-490.5,Withdrawing money at Vasco at  421 Cleveland St at  Surry Hills NSW 2010
1921,a6,402.5,Depositing Money
1922,a10,-60.5,Buying Food at Bun Cha Co Dao (Vietnamese
1923,a16,366.5,Depositing Money
1924,a4,178.5,Depositing Money
1925,a9,-38,Buying Food at BL Burgers at  3/188 Church St at  Parramatta NSW 2150
1926,a8,394.5,Depositing Money
1927,a11,146.5,Depositing Money
1928,a4,-222.5,Getting Drinks at Seddon Wine Store at  2/101 Victoria St at  Seddon VIC 3011
1929,a20,-93.5,Getting Drinks at Mac Street Coffee at  29 Macquarie St at  Parramatta NSW 2150
1930,a7,5,Depositing Money
1931,a10,-94.5,Getting coffee at Tuko Kitchen & Bar at  205 Nicholson St at  Footscray VIC 3011
1932,a5,-395.5,Getting Drinks at 1/97 Scoresby Road- Bayswater
1933,a1,-247.5,Withdrawing money at Butcher 128 at  128 Roberts St at  Yarraville VIC 3013
1934,a15,-192,Buying Food at 113/1 Lynne Avenue- Wantirna South
1935,a4,251.5,Depositing Money
1936,a4,218.5,Depositing Money
1937,a8,-122,Withdrawing money at Gatehouse Tea Rooms at  Corner of Pitt Street & at  Macquarie St at  Parramatta NSW 2150
1938,a18,-267,Getting Drinks at 2/297 Boronia road- Boronia
1939,a4,-250,Getting Drinks at 13 Beachwood Dr- Wantirna South
1940,a2,-99,Getting coffee at Small French Bar at  3/154 Barkly St at  Footscray VIC 3011
1941,a1,408,Depositing Money
1942,a5,251,Depositing Money
1943,a11,315.5,Depositing Money
1944,a12,-294.5,Buying Food at BAR 30 & Bistro Parramatta at  30 Phillip St at  Parramatta NSW 2150
1945,a4,-288.5,Getting coffee at 8 Coolibah Crescent- Bayswater
1946,a8,-37,Getting Drinks at The Vanguard at  42 King St at  Newtown NSW 2042
1947,a16,-298,Getting coffee at 20 Tate Avenue- Wantirna South
1948,a8,435.5,Depositing Money
1949,a11,-11.5,Withdrawing money at The Croatian Club - Katarina Zrinksi Restaurant at  72 Whitehall St at  Footscray VIC 3011
1950,a3,403.5,Depositing Money
1951,a7,241,Depositing Money
1952,a11,-226.5,Getting coffee at 1/9 Kirrawee Avenue- Wantirna South
1953,a4,205.5,Depositing Money
1954,a17,-494.5,Buying Food at The Vanguard at  42 King St at  Newtown NSW 2042
1955,a10,298.5,Depositing Money
1956,a11,307,Depositing Money
1957,a10,-292,Getting coffee at Nabo at  2a Williamstown Rd at  Kingsville VIC 3012
1958,a12,-431,Getting Drinks at La Madonna at  103 Little Collins St at  Melbourne VIC 3000
1959,a12,-88.5,Getting Drinks at 76 Miller Road- The Basin
1960,a5,-152.5,Getting coffee at Cavalier Brewing & Taproom at  Unit 5/2 Derrimut Dr at  Derrimut VIC 3026
1961,a9,436.5,Depositing Money
1962,a14,40.5,Depositing Money
1963,a2,-466,Getting Drinks at 1/34 Stokes Road- Wantirna
1964,a12,-242,Getting coffee at Juanita's Kitchen at  219 High St at  Preston VIC 3072
1965,a18,-458,Getting coffee at Beatbox Kitchen at  12 Edward St at  Brunswick VIC 3056
1966,a9,-321.5,Getting coffee at The Cheeky Pint at  231 Barkly St at  Footscray VIC 3011
1967,a16,-475.5,Getting coffee at 5/1 Tulip Cres- Boronia
1968,a15,45,Depositing Money
1969,a18,5.5,Depositing Money
1970,a6,-331.5,Getting coffee at 14/19 Sovereign Place- Wantirna South
1971,a3,450,Depositing Money
1972,a3,225,Depositing Money
